,type,compound_score,pos_score,neg_score,neu_score,ellipses,exclamation,question,links
4865,INFJ,0.174958,0.11273999999999999,0.04838,0.83878,41,10,13,6
4866,INTP,0.12366200000000001,0.10830000000000001,0.06356,0.8281400000000001,20,3,12,0
4867,INTJ,0.097662,0.09824,0.08324,0.8185199999999999,40,1,7,1
4868,ISTJ,0.20342399999999997,0.14644000000000001,0.053500000000000006,0.8000799999999999,24,9,20,4
4869,ENFJ,0.242044,0.13446,0.027919999999999997,0.83758,20,3,4,33
4870,INFJ,0.26817399999999997,0.16690000000000002,0.07294,0.76024,38,5,10,5
4871,INTJ,0.3900260000000001,0.15650000000000003,0.044140000000000006,0.79936,38,3,1,0
4872,ENFP,0.408656,0.21546000000000004,0.059879999999999996,0.7247,28,2,6,0
4873,INFP,0.27334375,0.1293125,0.06604166666666667,0.8046875,38,6,3,1
4874,INFJ,0.18595000000000003,0.11593999999999999,0.06538000000000001,0.8187199999999999,45,0,4,1
4875,ISTP,0.34323,0.17048,0.05702,0.77248,37,6,8,1
4876,INTP,0.182716,0.10212,0.0458,0.85216,47,13,11,0
4877,ESTP,0.28274600000000005,0.16988,0.06149999999999999,0.7685799999999999,13,38,9,4
4878,ENTP,0.032385999999999984,0.12476000000000001,0.11462000000000001,0.7606,27,1,6,0
4879,ISTJ,0.275094,0.12968,0.05552000000000001,0.8147799999999998,27,0,8,0
4880,INTP,0.11534200000000001,0.13556,0.08792,0.77654,26,2,3,1
4881,INFJ,0.317534,0.16154,0.057460000000000004,0.78108,34,8,6,3
4882,INFJ,0.391806,0.18752,0.03925999999999999,0.75324,20,9,9,9
4883,ENFP,0.31839599999999996,0.19216,0.05448,0.75336,9,2,6,1
4884,INTJ,0.361946,0.13007999999999997,0.03232,0.8375400000000001,43,0,9,0
4885,INFP,0.22095399999999998,0.17201999999999998,0.08044000000000001,0.7475,48,0,8,2
4886,INTJ,0.07991600000000001,0.13692000000000001,0.061919999999999996,0.7811000000000001,11,0,6,1
4887,INFP,0.285356,0.16707999999999998,0.05946,0.77342,17,11,6,2
4888,ENFP,0.24543800000000002,0.1789,0.09119999999999999,0.72978,8,7,0,3
4889,ENFP,0.259668,0.13698,0.08216,0.7807999999999999,25,25,8,0
4890,INFP,-0.30233799999999994,0.0828,0.21250000000000002,0.6847200000000001,21,0,0,0
4891,INTJ,0.08363999999999999,0.09177999999999999,0.06103999999999999,0.8471599999999999,20,1,10,7
4892,ENFP,0.138108,0.14294,0.07003999999999999,0.7870199999999999,6,1,5,18
4893,ENTP,0.246434,0.18878,0.07618,0.73506,11,12,6,0
4894,INTP,0.10374,0.09925999999999999,0.08094,0.8198399999999998,16,4,12,7
4895,ENFP,0.385742,0.15388000000000002,0.039420000000000004,0.8066999999999999,28,17,38,2
4896,INFJ,0.22598333333333334,0.15716666666666668,0.06916666666666667,0.7736428571428572,29,9,1,1
4897,INFP,0.327622,0.17254000000000003,0.07186000000000001,0.75562,45,6,3,0
4898,INTJ,0.072046,0.11034,0.09549999999999999,0.7941999999999999,14,4,11,7
4899,ENTP,0.38826199999999994,0.22072,0.062439999999999996,0.71682,31,13,15,0
4900,ENTP,0.05561400000000001,0.06442,0.04962,0.88598,31,3,3,4
4901,ISTP,0.256312,0.19569999999999996,0.07104,0.73324,5,0,12,1
4902,INFJ,0.126332,0.07006,0.015499999999999998,0.9144599999999999,11,3,2,36
4903,INTJ,0.171692,0.14979999999999996,0.08824,0.76186,28,14,20,4
4904,ENTP,0.34326799999999996,0.1784,0.06436000000000001,0.7572,35,9,14,0
4905,INFJ,0.2898727272727273,0.1263409090909091,0.040068181818181815,0.8108181818181817,27,15,2,6
4906,INFP,0.15810599999999997,0.10537999999999999,0.029960000000000004,0.8646799999999999,21,18,3,44
4907,ESTJ,0.0019079999999999963,0.11241999999999999,0.10842,0.7792200000000001,35,4,5,3
4908,INTJ,0.158082,0.10640000000000001,0.054779999999999995,0.8388599999999998,32,4,7,4
4909,ENFP,0.475809375,0.23765625,0.06078125,0.70159375,19,22,3,0
4910,INTJ,0.13770200000000002,0.10335999999999998,0.06396,0.83266,33,11,2,0
4911,INTJ,0.025692000000000003,0.09708,0.07902,0.8238599999999999,28,32,7,14
4912,ISFP,0.27515000000000006,0.12516,0.06513999999999999,0.8097000000000001,46,151,6,3
4913,INFP,0.23207999999999998,0.14162,0.04508,0.8133,37,8,4,5
4914,ENTP,0.43296200000000007,0.18762,0.04154,0.7708200000000001,36,14,6,0
4915,INFJ,0.305798,0.15396,0.06644,0.77956,37,8,11,5
4916,INFP,0.20102200000000003,0.12594000000000002,0.06434000000000001,0.8096800000000001,43,0,13,2
4917,INFJ,0.264324,0.15388,0.09444000000000001,0.7517200000000002,50,6,6,2
4918,INTJ,0.051814,0.0876,0.07908,0.8332999999999999,42,2,1,0
4919,INFJ,0.186848,0.15498,0.08007999999999998,0.7649400000000002,44,16,9,5
4920,ISFJ,0.37839600000000007,0.20503999999999997,0.04686,0.7481200000000001,30,1,13,0
4921,INTJ,0.249176,0.10888000000000002,0.043480000000000005,0.84764,32,0,5,0
4922,ISFP,0.24062399999999998,0.14706,0.041499999999999995,0.81148,16,5,5,8
4923,INFP,0.30485399999999996,0.13567999999999997,0.04064,0.82368,22,4,3,15
4924,INFP,0.019052,0.12438,0.12594,0.7496200000000001,43,8,2,0
4925,INFJ,0.085628,0.10565999999999999,0.05222,0.84212,15,0,3,2
4926,ENFP,0.30254200000000003,0.17190000000000003,0.07751999999999999,0.7504799999999999,21,16,12,3
4927,INFP,0.032198,0.11552,0.12134000000000002,0.76314,45,11,2,0
4928,ENFP,0.268095652173913,0.17078260869565218,0.058217391304347825,0.7710434782608696,7,2,7,0
4929,INFP,0.03092,0.04707999999999999,0.04612,0.90676,9,1,1,29
4930,INTJ,0.12537399999999999,0.10772000000000002,0.07292000000000001,0.8193400000000001,37,0,5,1
4931,INFJ,0.281464,0.15052,0.07534,0.77406,47,7,7,0
4932,INFP,0.25530200000000003,0.18523999999999996,0.09308,0.7216199999999999,27,3,16,2
4933,INFP,0.24796200000000002,0.13896,0.056179999999999994,0.8049199999999999,28,6,10,4
4934,INTP,0.12488399999999998,0.11137999999999999,0.08469999999999998,0.8039399999999999,38,0,9,1
4935,ISFP,0.297052,0.21468,0.04774000000000001,0.7376,22,16,11,8
4936,INFJ,0.37661399999999995,0.15388000000000002,0.05337999999999999,0.79264,46,20,4,0
4937,INTP,0.259092,0.21618,0.047560000000000005,0.73626,11,2,2,0
4938,INTP,0.18023,0.13712,0.08172,0.7811,48,5,4,0
4939,INTP,0.07579999999999999,0.13069565217391305,0.06208695652173913,0.8073043478260871,9,5,0,0
4940,INTJ,0.19286399999999998,0.13368,0.07722,0.78908,37,15,11,0
4941,INTJ,0.33938199999999996,0.15946000000000002,0.05218,0.7882999999999999,37,12,7,7
4942,INTP,0.28909799999999997,0.1309,0.022080000000000002,0.8470199999999999,23,7,8,27
4943,ISTJ,0.40057599999999993,0.15936,0.04462,0.7960400000000001,38,5,5,0
4944,INTP,0.11587199999999999,0.14974,0.09851999999999998,0.75174,14,32,29,1
4945,INFJ,0.15418,0.13152,0.08942,0.77912,23,19,12,5
4946,INFP,0.24589599999999998,0.16118000000000002,0.06846000000000001,0.77042,20,12,7,4
4947,INFJ,0.204788,0.13771999999999998,0.07434000000000002,0.7879399999999999,43,4,10,0
4948,ENFP,0.182874,0.13329999999999997,0.08704,0.77962,37,12,15,1
4949,ISFP,0.13966199999999998,0.11532,0.06826,0.8164000000000001,28,44,7,2
4950,ENFP,0.5563384615384616,0.27384615384615385,0.027641025641025642,0.6985384615384614,21,30,8,4
4951,ESTP,0.054188,0.14854,0.11766,0.7337400000000001,24,14,5,3
4952,INTJ,0.272704,0.20098000000000002,0.04842,0.75064,21,7,5,2
4953,INTJ,0.169504,0.14577999999999997,0.06504,0.7891999999999999,15,3,11,0
4954,INTJ,0.298796,0.23454,0.07987999999999999,0.68566,21,3,12,0
4955,INFP,0.272202,0.19800000000000004,0.08697999999999999,0.71494,44,10,9,2
4956,INTP,0.006266666666666667,0.01911111111111111,0.04311111111111111,0.9377777777777777,1,0,0,7
4957,INFP,0.335174,0.15958,0.06398,0.7764200000000001,41,5,6,3
4958,ENFJ,0.40808484848484844,0.20145454545454544,0.07984848484848484,0.7185757575757576,27,23,10,0
4959,INTP,0.012373333333333332,0.07376666666666667,0.06755,0.7586666666666666,20,4,7,0
4960,ENTP,0.17185555555555554,0.10774999999999998,0.036527777777777784,0.6195833333333334,20,9,6,1
4961,INFP,0.311654,0.16405999999999998,0.06693999999999999,0.7690199999999998,26,0,8,2
4962,INFJ,0.61253,0.24274,0.038200000000000005,0.7191,41,30,13,2
4963,INFJ,0.5595460000000001,0.32406,0.03529999999999999,0.6406599999999999,22,55,11,3
4964,INTJ,0.4722583333333333,0.29216666666666663,0.06083333333333333,0.6470416666666666,11,16,5,1
4965,INFJ,0.06570600000000001,0.10448,0.07812000000000001,0.81738,69,4,12,2
4966,ENFP,0.18212,0.14322000000000001,0.07107999999999999,0.7857000000000001,8,0,1,2
4967,INFP,0.25969200000000003,0.1165,0.05668,0.8268199999999999,49,9,24,0
4968,INFP,0.18368600000000002,0.16054,0.059399999999999994,0.78008,23,4,2,4
4969,INTJ,0.207416,0.13484,0.05492,0.8101600000000001,42,6,12,1
4970,INFJ,0.18280200000000002,0.13147999999999999,0.06724,0.80132,25,3,4,1
4971,INFP,0.35483799999999993,0.21106000000000003,0.03304,0.7559600000000001,26,10,5,9
4972,INFP,0.034536000000000004,0.08195999999999998,0.07464,0.8434,25,1,13,1
4973,INFJ,0.210414,0.12078,0.053,0.82622,33,8,6,20
4974,INTP,0.261246,0.1705,0.06183999999999999,0.7676999999999999,16,6,7,15
4975,INTJ,0.06293399999999999,0.1014,0.0832,0.8153600000000002,37,3,19,0
4976,INFP,0.2959833333333333,0.17297619047619048,0.08033333333333334,0.7466666666666667,40,25,4,0
4977,INTJ,0.20085799999999998,0.12326000000000001,0.053399999999999996,0.8233,19,8,12,0
4978,INTJ,0.155058,0.12373999999999999,0.07432,0.8019000000000002,35,10,6,0
4979,INFJ,0.247528,0.12666,0.06002,0.81324,51,4,14,0
4980,INFJ,0.10242499999999999,0.10203125,0.08859375,0.80934375,28,1,5,0
4981,ENTJ,0.275882,0.19276000000000004,0.08866,0.71858,24,67,13,12
4982,ENTJ,0.265142,0.16398000000000004,0.056560000000000006,0.7794399999999999,25,6,15,0
4983,ISFJ,0.279098,0.20154000000000002,0.0771,0.7213799999999999,29,7,4,0
4984,INTJ,0.10306595744680849,0.10680851063829787,0.07997872340425531,0.8132553191489361,45,5,9,1
4985,INFJ,0.16344799999999998,0.16871999999999995,0.06459999999999999,0.7666999999999998,29,2,9,1
4986,INFP,0.229654,0.14472,0.07082000000000001,0.7845600000000001,31,10,22,1
4987,INFJ,0.321658,0.13012,0.05748,0.8123599999999999,34,2,1,2
4988,INFP,0.19396999999999998,0.13288,0.07262,0.7944599999999999,25,5,9,2
4989,INFJ,0.20443199999999997,0.14014,0.07316,0.7866200000000001,49,16,13,1
4990,ISTP,0.133292,0.13834000000000002,0.0943,0.7673800000000002,26,10,4,0
4991,INTJ,0.23393999999999998,0.15488,0.049339999999999995,0.7958,40,13,10,7
4992,INTP,0.22663469387755103,0.14885714285714285,0.039061224489795925,0.8121020408163265,21,6,8,2
4993,INTP,0.186458,0.13484000000000002,0.0725,0.79262,36,13,12,1
4994,INFP,0.22319189189189187,0.17983783783783786,0.10324324324324324,0.7169189189189191,30,5,4,0
4995,INFJ,0.22123400000000001,0.15762,0.0223,0.82006,11,7,2,18
4996,INFJ,-0.013249999999999996,0.08,0.06778947368421051,0.8522105263157895,95,0,4,0
4997,ENFP,0.38085,0.15702,0.040999999999999995,0.78192,36,17,11,2
4998,ENFP,0.310964,0.18176000000000003,0.07050000000000001,0.7477999999999999,40,6,5,1
4999,ENFJ,0.334592,0.16176,0.08454,0.7536400000000001,44,21,12,0
5000,INFJ,0.303054,0.15906,0.03368,0.8072399999999998,19,13,11,6
5001,ENFP,0.16870199999999996,0.20073999999999997,0.04507999999999999,0.75418,11,5,0,7
5002,INTP,0.24205800000000002,0.17490000000000003,0.04936,0.7757200000000001,22,10,18,5
5003,INFP,0.47540999999999994,0.23642,0.05904000000000001,0.70452,32,10,10,1
5004,ENFP,0.23579,0.14718,0.08094,0.7718600000000001,49,35,15,0
5005,ENFJ,0.46763800000000005,0.20154,0.01724,0.78122,29,14,6,1
5006,INTP,0.376384,0.20758,0.05438,0.7380200000000001,19,4,11,1
5007,ISTJ,0.08837999999999999,0.13421999999999998,0.08526,0.78046,21,5,5,3
5008,INTP,0.3943380000000001,0.17586,0.05154000000000001,0.7526400000000001,42,5,3,0
5009,INFJ,0.24075357142857143,0.14985714285714286,0.060964285714285714,0.7891428571428573,29,5,2,1
5010,INTJ,0.29611000000000004,0.18062,0.07495999999999998,0.74438,43,6,15,0
5011,INFJ,0.17175200000000004,0.15272000000000002,0.1043,0.74288,40,1,8,0
5012,ENFP,0.325646,0.145,0.04568,0.80934,38,7,9,5
5013,INFJ,0.288604,0.17406,0.07386,0.7519999999999999,47,7,20,0
5014,INTJ,0.294288,0.17892,0.07876,0.74238,76,6,31,0
5015,INFJ,0.31241,0.12346,0.030640000000000004,0.8459,33,26,13,9
5016,ENTJ,0.20087799999999997,0.13249999999999998,0.08304,0.7844599999999999,26,1,8,1
5017,ENTP,0.292194,0.16308,0.07052,0.7664000000000002,39,8,14,0
5018,INTJ,-0.126808,0.07226,0.10465999999999999,0.8230399999999999,24,2,7,0
5019,ISFP,0.30506,0.18,0.03722,0.7827799999999999,15,10,3,20
5020,INFP,0.15884186046511628,0.13474418604651162,0.10488372093023256,0.7604418604651162,15,3,4,2
5021,INTJ,0.22729599999999997,0.16398,0.08096,0.71504,26,2,4,2
5022,INTP,0.07956999999999997,0.10386,0.07688,0.81932,39,3,6,3
5023,INFJ,0.20902400000000004,0.14516,0.048179999999999994,0.8067199999999999,24,0,22,0
5024,INFJ,0.231248,0.18036000000000002,0.06968,0.7499799999999999,31,3,3,9
5025,INFP,0.05488599999999999,0.10758,0.10734000000000002,0.7850400000000001,12,1,9,1
5026,ENFP,0.36674399999999996,0.19668000000000002,0.06178,0.74158,30,18,3,2
5027,ISFJ,0.24872999999999998,0.16886000000000004,0.10178000000000002,0.7293799999999999,39,19,3,0
5028,INTP,0.1466738095238095,0.13140476190476189,0.09123809523809523,0.7773809523809524,18,13,11,1
5029,INFJ,0.21047800000000003,0.14364000000000002,0.05624,0.8001600000000001,24,2,21,4
5030,INTP,0.013722000000000007,0.11004000000000001,0.10210000000000001,0.78778,27,17,14,0
5031,INTP,0.14744200000000002,0.1316,0.08816,0.78024,35,0,9,1
5032,ENTP,0.185956,0.11531999999999998,0.07636,0.8082399999999998,46,0,2,0
5033,ESFJ,0.47946200000000005,0.16994,0.032119999999999996,0.7979999999999999,41,8,3,0
5034,INFJ,0.13910999999999998,0.15426,0.09342,0.7522800000000001,36,0,6,0
5035,ISTP,0.152094,0.15514,0.06215999999999999,0.78262,9,7,10,6
5036,ENFP,0.32725799999999994,0.16849999999999998,0.05986,0.77166,44,3,4,0
5037,INFJ,0.070398,0.09058000000000002,0.07532,0.83406,23,19,11,4
5038,INTJ,0.10652400000000002,0.14438000000000004,0.08149999999999999,0.77416,38,15,8,2
5039,INTJ,0.10703000000000001,0.11616,0.09292000000000002,0.79092,32,0,2,0
5040,ENFP,0.40639400000000003,0.25898,0.06803999999999999,0.6729999999999999,7,11,8,4
5041,INFP,0.14472200000000002,0.12120000000000002,0.07039999999999999,0.8083800000000001,23,0,16,1
5042,INFJ,0.268326,0.18544000000000005,0.09040000000000001,0.72414,23,5,10,1
5043,ENTP,0.189978,0.11759999999999998,0.07314,0.8092400000000001,30,1,11,1
5044,INFJ,0.261918,0.14044,0.042859999999999995,0.81672,27,21,2,1
5045,ENFJ,0.184226,0.17924000000000004,0.08905999999999999,0.7317,3,0,2,0
5046,INFP,0.08287599999999999,0.12059999999999998,0.06858,0.8108600000000001,14,2,2,2
5047,ENTP,0.15287800000000001,0.13588,0.08453999999999999,0.7796000000000001,33,12,14,1
5048,INFJ,0.252898,0.11931999999999998,0.049139999999999996,0.83146,40,25,5,1
5049,ENFP,0.47407,0.21474000000000001,0.057379999999999994,0.7278600000000001,26,35,21,2
5050,ISFP,0.3055652173913044,0.1738695652173913,0.04491304347826087,0.7812391304347825,36,18,4,0
5051,INTJ,0.275222,0.16524,0.06612,0.7686999999999999,42,9,8,0
5052,INFJ,0.235186,0.10980000000000001,0.04702,0.8431400000000002,35,9,17,0
5053,ENFP,0.21967800000000004,0.17418000000000003,0.09228,0.73352,32,19,17,0
5054,ENTJ,0.34452600000000005,0.18166000000000002,0.054459999999999995,0.7639200000000002,34,11,19,0
5055,ESFJ,0.45738400000000007,0.18806,0.04234,0.7696200000000001,34,12,4,0
5056,INFJ,0.268396,0.1771,0.06573999999999999,0.75712,28,14,17,0
5057,INFP,0.271126,0.16956,0.0623,0.76814,49,37,8,5
5058,INTJ,0.047630000000000006,0.11841999999999998,0.11526000000000002,0.7663,35,6,3,8
5059,INTP,0.015056000000000005,0.10314,0.10136,0.79548,25,0,15,8
5060,INTP,0.27586,0.17284,0.062279999999999995,0.7649000000000001,22,11,1,3
5061,ENFJ,0.29625399999999996,0.15418,0.06998000000000001,0.77586,36,50,26,0
5062,INFP,0.396276,0.21477999999999997,0.0664,0.7188000000000001,31,53,12,4
5063,ENTP,0.26263000000000003,0.15364,0.059140000000000005,0.78728,26,2,5,0
5064,INFP,0.207886,0.14464,0.07748,0.77786,25,6,12,0
5065,ENTP,0.28194400000000003,0.15256,0.07952,0.7679,28,10,7,3
5066,ESTP,-0.06488600000000001,0.11498000000000001,0.11349999999999999,0.77152,26,5,11,1
5067,ISTJ,0.008423999999999992,0.09784000000000001,0.08387999999999998,0.81828,14,4,13,5
5068,INTP,0.12275400000000002,0.08544,0.03792,0.87658,23,0,9,6
5069,INTJ,0.17625800000000003,0.11186,0.0407,0.8474,44,0,13,3
5070,INFJ,0.36641399999999996,0.16699999999999998,0.06386,0.76904,33,3,7,2
5071,INFJ,0.23585600000000004,0.15864,0.07782,0.7634399999999998,37,2,6,1
5072,ENFP,0.306818,0.14812,0.06563999999999999,0.78618,41,8,10,0
5073,ISTP,0.141974,0.11188000000000001,0.060360000000000004,0.8277599999999999,35,0,10,1
5074,ENFP,0.041798,0.09164,0.08006,0.82828,32,8,28,8
5075,INFP,0.07477,0.09372,0.05521999999999999,0.8510000000000001,23,1,3,9
5076,ENTP,0.118074,0.14836,0.10160000000000002,0.7501200000000001,33,6,20,0
5077,INTJ,-0.04800999999999998,0.09186,0.11708,0.7910999999999998,17,3,29,6
5078,INFJ,0.11612200000000003,0.14898,0.0889,0.7620799999999999,21,6,9,0
5079,INTP,-0.044829999999999995,0.11338000000000001,0.12164000000000001,0.76492,30,5,10,0
5080,INFP,0.43198000000000003,0.20607999999999996,0.032940000000000004,0.741,18,3,2,7
5081,INFJ,-0.028562000000000004,0.11040000000000001,0.13648000000000002,0.7531399999999999,33,19,8,1
5082,INFP,0.278706,0.20678000000000002,0.03706,0.7562199999999999,21,20,2,6
5083,INFP,0.06421199999999999,0.08584000000000001,0.06324,0.85094,17,4,4,34
5084,INTP,0.133106,0.19974,0.06762,0.7326599999999999,4,0,3,0
5085,INFJ,0.34645799999999993,0.21448,0.050339999999999996,0.7351399999999999,34,75,5,1
5086,INTP,0.067296,0.12048,0.09820000000000001,0.78122,23,1,2,2
5087,INFJ,0.213828,0.12251999999999999,0.037559999999999996,0.8399,24,7,10,3
5088,INFJ,0.29586,0.15417999999999998,0.04352,0.8023399999999999,19,1,2,11
5089,INFJ,0.17276,0.15145999999999998,0.09785999999999997,0.7506999999999999,53,2,29,0
5090,INFP,0.058188,0.07374,0.033479999999999996,0.8928,15,6,0,35
5091,INFJ,0.13958199999999998,0.13548,0.11118,0.7533600000000001,32,5,8,0
5092,INFP,0.42940400000000006,0.20120000000000002,0.0537,0.7450600000000001,54,20,9,1
5093,INFP,0.14384600000000003,0.14029999999999998,0.11463999999999999,0.7450399999999999,30,0,6,4
5094,ISFP,0.5181363636363636,0.2918181818181818,0.044454545454545455,0.6637272727272727,24,45,13,4
5095,ISFP,0.291092,0.199,0.05038,0.75064,13,0,13,0
5096,ENFP,0.310644,0.19106,0.04026,0.7687,22,22,4,0
5097,INFJ,0.062194,0.07146,0.03126,0.8972999999999999,24,5,1,36
5098,INFP,0.085954,0.13842,0.09754000000000002,0.7639800000000001,43,9,9,0
5099,INFJ,0.20096,0.10452,0.038360000000000005,0.8571599999999999,29,2,11,5
5100,ENTP,0.24031799999999998,0.13632000000000002,0.06966,0.7940599999999999,41,14,3,8
5101,INTJ,0.18949399999999997,0.12646,0.06986,0.80366,44,5,7,0
5102,INTJ,0.10379400000000003,0.10038,0.060840000000000005,0.8387399999999999,33,0,4,6
5103,INFP,0.196322,0.162,0.095,0.74292,31,19,8,1
5104,INFJ,0.17057000000000003,0.16449999999999998,0.09642,0.7390600000000002,29,2,9,2
5105,INTJ,0.050138000000000016,0.08824,0.07266,0.83906,41,3,12,6
5106,ENTP,0.185346,0.15560000000000002,0.09771999999999999,0.7466600000000001,31,9,13,0
5107,ISTJ,0.286638,0.15084,0.055999999999999994,0.7931599999999999,33,2,10,2
5108,INFP,0.17448799999999998,0.16648,0.08032,0.7532599999999999,6,3,2,8
5109,ENTJ,0.158786,0.13788,0.06534000000000001,0.7968599999999999,28,5,19,1
5110,INFP,0.24988799999999997,0.15896000000000002,0.0727,0.7682999999999999,41,14,10,0
5111,INFP,0.34528163265306117,0.16697959183673466,0.07695918367346939,0.7356122448979591,35,20,26,0
5112,INFP,0.08456799999999999,0.11768,0.0776,0.78476,24,8,10,1
5113,ISFP,0.008947999999999996,0.13401999999999997,0.14214000000000002,0.7238,32,0,7,1
5114,INFP,0.45879800000000004,0.23914000000000002,0.0466,0.7142000000000001,14,13,10,2
5115,INFJ,0.28411200000000003,0.1538,0.06266,0.7835599999999999,39,16,15,1
5116,ENFJ,0.300376,0.18462000000000003,0.06738,0.7479600000000001,27,18,8,0
5117,ENTP,0.128452,0.17542000000000002,0.10506,0.71954,16,1,6,2
5118,ENFP,0.48078400000000004,0.19055999999999998,0.03272,0.77672,29,54,16,1
5119,ENFP,0.22603600000000001,0.11494,0.0504,0.83462,31,2,11,0
5120,ENTJ,0.35028400000000004,0.18087999999999999,0.05276,0.76626,31,17,12,1
5121,INTP,0.04936562500000001,0.09031249999999999,0.10259375,0.8070625,15,14,1,0
5122,INTJ,0.15396400000000002,0.1292,0.09736,0.7735000000000001,24,0,13,3
5123,ENTJ,0.203492,0.1219,0.04102,0.8371000000000001,21,4,9,2
5124,INFP,0.25738799999999995,0.16519999999999999,0.08466,0.7501000000000001,34,3,9,1
5125,INFP,0.144582,0.12755999999999998,0.08392,0.78854,52,5,7,0
5126,INFJ,0.073018,0.11452,0.08331999999999999,0.8020599999999999,36,1,10,2
5127,ENTP,0.125372,0.11958,0.09191999999999999,0.78846,29,2,8,5
5128,ENFJ,0.519754,0.21486,0.03715999999999999,0.7480199999999999,41,21,13,2
5129,INFP,0.12808600000000003,0.1157,0.05721999999999999,0.8271200000000001,28,6,3,6
5130,INFJ,0.036226,0.13886000000000004,0.10782,0.7532399999999998,31,6,1,3
5131,INTJ,0.2511,0.16376000000000002,0.05358,0.7827200000000001,38,2,12,0
5132,INTJ,0.19447799999999998,0.13727999999999999,0.07873999999999999,0.7839399999999999,36,0,18,0
5133,INTP,0.14983000000000002,0.13732,0.08646000000000001,0.7762,40,4,9,2
5134,INTJ,0.23270400000000002,0.19630000000000003,0.06274,0.7410000000000001,10,1,7,0
5135,INTP,0.11863,0.0794,0.05616000000000001,0.86444,17,2,5,22
5136,INTJ,-0.028382000000000004,0.09092,0.08584000000000001,0.82318,20,12,15,1
5137,INTJ,0.08890199999999998,0.09434000000000001,0.06532,0.8403400000000001,36,2,3,12
5138,INTJ,0.17301399999999997,0.17030000000000003,0.08991999999999999,0.73978,31,4,9,0
5139,ENFJ,0.24067199999999997,0.12924,0.05636,0.8144600000000001,38,0,7,1
5140,ENTJ,0.24492799999999998,0.15132,0.052840000000000005,0.7958600000000001,26,6,16,12
5141,ENFP,0.187622,0.16912000000000002,0.06686,0.76402,22,1,7,2
5142,ENFP,0.328136,0.20160000000000003,0.06138,0.73702,30,13,8,2
5143,INFJ,0.29139600000000004,0.11907999999999999,0.047939999999999997,0.83296,47,13,1,1
5144,ENFP,0.38407800000000003,0.15786,0.03714,0.8049799999999999,30,13,7,1
5145,INTJ,0.10758780487804877,0.17624390243902438,0.10204878048780489,0.7216585365853658,28,0,16,2
5146,ENTP,0.11462600000000002,0.13205999999999998,0.08724,0.7806799999999999,34,5,6,2
5147,INTJ,0.24795,0.22165999999999997,0.0756,0.70274,21,9,11,1
5148,INFP,0.27951,0.16754000000000002,0.06294000000000001,0.7696799999999999,37,1,1,1
5149,INFP,0.392162,0.16984000000000002,0.04834000000000001,0.7818600000000001,37,5,6,1
5150,INFJ,0.29647799999999996,0.14977999999999997,0.07206,0.7781600000000001,45,16,9,3
5151,INFP,0.18203400000000003,0.12029999999999999,0.03966,0.84,19,27,16,4
5152,INFJ,0.169188,0.12428,0.07583999999999999,0.7998599999999998,47,2,10,1
5153,INTP,0.07193200000000002,0.08277999999999999,0.06918,0.848,31,1,11,2
5154,INTP,0.19732200000000003,0.16909999999999997,0.06848000000000001,0.76236,11,15,18,0
5155,ENFJ,0.3715374999999999,0.2141875,0.0791875,0.7066041666666667,22,6,2,0
5156,INTJ,0.009691999999999992,0.09212,0.10546,0.8024000000000002,22,0,12,0
5157,INTP,0.032651999999999994,0.10882,0.09532,0.7958599999999998,33,3,11,3
5158,ISFJ,0.26834600000000003,0.15361999999999998,0.0645,0.7818999999999999,36,1,3,6
5159,INTJ,0.17232,0.14923999999999998,0.07416,0.7765799999999998,6,8,13,3
5160,INFP,0.612258,0.27137999999999995,0.04042,0.6881800000000001,37,133,19,2
5161,ISTP,0.20739000000000002,0.13242,0.043640000000000005,0.8239800000000002,23,1,13,0
5162,ESTJ,0.174286,0.16781999999999997,0.08552,0.74664,32,1,11,0
5163,INFJ,0.193274,0.13917999999999997,0.06486,0.79594,58,6,14,2
5164,ENTJ,0.127992,0.10228,0.06971999999999999,0.82796,32,0,6,2
5165,ENFJ,0.075622,0.12626,0.09814,0.7756000000000001,9,4,13,10
5166,INFJ,0.30883199999999994,0.13108,0.0553,0.8136600000000002,53,7,7,0
5167,INTP,0.095414,0.10722,0.08839999999999999,0.8043399999999999,22,1,5,8
5168,ESTJ,0.18514000000000003,0.16868000000000002,0.08252000000000001,0.7487999999999998,23,4,3,0
5169,INFP,0.470368,0.16655999999999999,0.02032,0.8130999999999999,49,4,15,1
5170,INTP,0.11384799999999999,0.0832,0.049059999999999986,0.8676999999999999,15,0,2,23
5171,ENTP,0.11260800000000001,0.15569999999999998,0.07718,0.7672200000000001,22,9,8,2
5172,INFP,0.092234,0.12684,0.13692000000000001,0.7361999999999999,38,33,14,6
5173,INFJ,0.30890199999999995,0.1513,0.028280000000000003,0.8204199999999999,20,0,2,1
5174,INTJ,0.13759800000000003,0.14745999999999998,0.08948,0.76308,39,4,22,0
5175,INTP,0.06189400000000001,0.14396,0.10286,0.75314,18,1,16,3
5176,ESFJ,0.331038,0.19954,0.06762,0.7328599999999998,27,25,11,0
5177,ENTP,0.151476,0.12786,0.06867999999999999,0.8035,41,17,6,0
5178,INFP,0.005038000000000002,0.0895,0.10927999999999999,0.8011799999999998,19,2,2,3
5179,ENTJ,0.33848000000000006,0.25988000000000006,0.04196,0.6981800000000001,11,47,13,5
